subscription_id,customer_id,plan,mrr,status,auto_renew,start_date
SUB-0399,CUST-0399,Enterprise,799.0,Active,True,2025-03-11
SUB-0400,CUST-0400,Starter,49.0,Active,True,2025-07-31
SUB-0401,CUST-0401,Starter,49.0,Active,True,2025-08-04
SUB-0402,CUST-0402,Starter,49.0,Active,True,2025-07-27
SUB-0403,CUST-0403,Pro,199.0,Active,True,2025-05-28
SUB-0404,CUST-0404,Pro,199.0,Active,True,2025-09-07
SUB-0405,CUST-0405,Pro,199.0,Active,False,2025-06-07
SUB-0406,CUST-0406,Pro,199.0,Active,True,2025-08-16
SUB-0407,CUST-0407,Pro,199.0,Canceled,False,2025-03-24
SUB-0408,CUST-0408,Enterprise,799.0,Active,True,2025-01-23
SUB-0409,CUST-0409,Starter,49.0,Active,True,2025-09-02
SUB-0410,CUST-0410,Enterprise,799.0,Active,True,2025-03-18
SUB-0411,CUST-0411,Enterprise,799.0,Active,True,2025-02-07
SUB-0412,CUST-0412,Pro,199.0,Active,True,2025-04-08
SUB-0413,CUST-0413,Pro,199.0,Active,True,2025-05-15
SUB-0414,CUST-0414,Pro,199.0,Active,False,2025-08-21
SUB-0415,CUST-0415,Pro,199.0,Active,True,2025-03-04
SUB-0416,CUST-0416,Pro,199.0,Active,True,2025-09-13
SUB-0417,CUST-0417,Pro,199.0,Canceled,False,2025-07-28
SUB-0418,CUST-0418,Enterprise,799.0,Active,True,2025-02-14
SUB-0419,CUST-0419,Enterprise,799.0,Active,True,2025-10-11
SUB-0420,CUST-0420,Pro,199.0,Active,False,2025-04-19
SUB-0421,CUST-0421,Starter,49.0,Active,True,2025-08-08
SUB-0422,CUST-0422,Starter,49.0,Active,False,2025-10-17
SUB-0423,CUST-0423,Starter,49.0,Active,True,2025-07-17
SUB-0424,CUST-0424,Enterprise,799.0,Active,True,2025-08-11
SUB-0425,CUST-0425,Enterprise,799.0,Active,False,2025-09-30
SUB-0426,CUST-0426,Pro,199.0,Canceled,False,2025-07-23
SUB-0427,CUST-0427,Starter,49.0,Active,True,2025-10-14
SUB-0428,CUST-0428,Starter,49.0,Active,True,2025-03-30
SUB-0429,CUST-0429,Pro,199.0,Active,True,2025-07-31
SUB-0430,CUST-0430,Pro,199.0,Active,True,2025-10-01
SUB-0431,CUST-0431,Pro,199.0,Active,True,2025-05-11
SUB-0432,CUST-0432,Starter,49.0,Canceled,False,2025-01-06
SUB-0433,CUST-0433,Pro,199.0,Active,True,2025-05-06
SUB-0434,CUST-0434,Starter,49.0,Active,True,2025-01-22
SUB-0435,CUST-0435,Starter,49.0,Active,True,2025-03-28
SUB-0436,CUST-0436,Starter,49.0,Active,True,2025-10-09
SUB-0437,CUST-0437,Enterprise,799.0,Active,False,2025-04-16
SUB-0438,CUST-0438,Enterprise,799.0,Active,True,2025-10-01
SUB-0439,CUST-0439,Pro,199.0,Active,True,2025-10-21
SUB-0440,CUST-0440,Enterprise,799.0,Active,True,2025-02-01
SUB-0441,CUST-0441,Enterprise,799.0,Active,True,2025-08-31
SUB-0442,CUST-0442,Pro,199.0,Active,True,2025-06-01
SUB-0443,CUST-0443,Pro,199.0,Active,False,2025-10-05
SUB-0444,CUST-0444,Starter,49.0,Canceled,False,2025-04-03
SUB-0445,CUST-0445,Pro,199.0,Active,True,2025-04-29
SUB-0446,CUST-0446,Starter,49.0,Active,False,2025-10-28
SUB-0447,CUST-0447,Enterprise,799.0,Active,True,2025-10-20
SUB-0448,CUST-0448,Starter,49.0,Active,True,2025-10-23
SUB-0449,CUST-0449,Enterprise,799.0,Active,True,2025-07-22
SUB-0450,CUST-0450,Enterprise,799.0,Active,True,2025-09-29
SUB-0451,CUST-0451,Pro,199.0,Active,True,2025-03-01
SUB-0452,CUST-0452,Starter,49.0,Active,True,2025-07-13
SUB-0453,CUST-0453,Pro,199.0,Active,True,2025-05-14
SUB-0454,CUST-0454,Pro,199.0,Active,False,2025-03-11
SUB-0455,CUST-0455,Starter,49.0,Canceled,False,2025-01-04
SUB-0456,CUST-0456,Starter,49.0,Canceled,False,2025-02-25
SUB-0457,CUST-0457,Enterprise,799.0,Active,True,2025-05-24
SUB-0458,CUST-0458,Enterprise,799.0,Canceled,False,2025-07-03
SUB-0459,CUST-0459,Starter,49.0,Active,True,2025-03-27
SUB-0460,CUST-0460,Pro,199.0,Active,True,2025-10-25
SUB-0461,CUST-0461,Enterprise,799.0,Active,True,2025-03-19
SUB-0462,CUST-0462,Starter,49.0,Active,True,2025-03-23
SUB-0463,CUST-0463,Starter,49.0,Active,True,2025-05-16
SUB-0464,CUST-0464,Starter,49.0,Active,True,2025-09-09
SUB-0465,CUST-0465,Enterprise,799.0,Active,True,2025-08-10
SUB-0466,CUST-0466,Starter,49.0,Active,True,2025-06-27
SUB-0467,CUST-0467,Starter,49.0,Active,False,2025-04-14
SUB-0468,CUST-0468,Pro,199.0,Canceled,False,2025-01-27
SUB-0469,CUST-0469,Starter,49.0,Active,True,2025-07-20
SUB-0470,CUST-0470,Enterprise,799.0,Active,True,2025-07-06
SUB-0471,CUST-0471,Enterprise,799.0,Active,True,2025-08-06
SUB-0472,CUST-0472,Starter,49.0,Active,True,2025-03-02
SUB-0473,CUST-0473,Pro,199.0,Active,True,2025-08-05
SUB-0474,CUST-0474,Starter,49.0,Active,True,2025-10-08
SUB-0475,CUST-0475,Starter,49.0,Active,True,2025-09-02
SUB-0476,CUST-0476,Starter,49.0,Active,True,2025-07-31
SUB-0477,CUST-0477,Starter,49.0,Active,True,2025-07-18
SUB-0478,CUST-0478,Enterprise,799.0,Active,True,2025-02-22
SUB-0479,CUST-0479,Starter,49.0,Active,True,2025-04-26
SUB-0480,CUST-0480,Pro,199.0,Active,True,2025-05-23
SUB-0481,CUST-0481,Starter,49.0,Active,True,2025-09-18
SUB-0482,CUST-0482,Enterprise,799.0,Active,True,2025-09-05
SUB-0483,CUST-0483,Pro,199.0,Active,True,2025-08-17
SUB-0484,CUST-0484,Pro,199.0,Active,True,2025-08-09
SUB-0485,CUST-0485,Pro,199.0,Active,True,2025-07-24
SUB-0486,CUST-0486,Starter,49.0,Active,True,2025-04-16
SUB-0487,CUST-0487,Pro,199.0,Canceled,False,2025-02-21
SUB-0488,CUST-0488,Starter,49.0,Canceled,False,2025-10-25
SUB-0489,CUST-0489,Pro,199.0,Active,False,2025-02-14
SUB-0490,CUST-0490,Starter,49.0,Active,True,2025-06-11
SUB-0491,CUST-0491,Starter,49.0,Active,True,2025-04-16
SUB-0492,CUST-0492,Starter,49.0,Active,True,2025-04-15
SUB-0493,CUST-0493,Pro,199.0,Active,True,2025-01-16
SUB-0494,CUST-0494,Starter,49.0,Active,False,2025-08-30
SUB-0495,CUST-0495,Pro,199.0,Active,True,2025-08-18
SUB-0496,CUST-0496,Pro,199.0,Active,True,2025-01-09
SUB-0497,CUST-0497,Starter,49.0,Active,True,2025-01-06
SUB-0498,CUST-0498,Pro,199.0,Active,True,2025-10-16
SUB-0499,CUST-0499,Enterprise,799.0,Active,True,2025-03-19
SUB-0500,CUST-0500,Enterprise,799.0,Active,False,2025-01-18
SUB-0501,CUST-0501,Enterprise,799.0,Active,True,2025-06-20
SUB-0502,CUST-0502,Starter,49.0,Active,True,2025-06-11
SUB-0503,CUST-0503,Pro,199.0,Active,True,2025-09-18
SUB-0504,CUST-0504,Enterprise,799.0,Active,True,2025-09-09
SUB-0505,CUST-0505,Starter,49.0,Active,True,2025-03-28
SUB-0506,CUST-0506,Pro,199.0,Active,True,2025-10-15
SUB-0507,CUST-0507,Starter,49.0,Active,False,2025-09-01
SUB-0508,CUST-0508,Enterprise,799.0,Active,True,2025-09-29
SUB-0509,CUST-0509,Pro,199.0,Active,True,2025-07-07
SUB-0510,CUST-0510,Pro,199.0,Canceled,False,2025-07-23
SUB-0511,CUST-0511,Enterprise,799.0,Active,False,2025-06-17
SUB-0512,CUST-0512,Starter,49.0,Active,True,2025-05-05
SUB-0513,CUST-0513,Enterprise,799.0,Canceled,False,2025-02-06
SUB-0514,CUST-0514,Enterprise,799.0,Active,True,2025-06-02
SUB-0515,CUST-0515,Starter,49.0,Active,True,2025-05-06
SUB-0516,CUST-0516,Starter,49.0,Canceled,False,2025-04-04
SUB-0517,CUST-0517,Starter,49.0,Active,True,2025-08-02
SUB-0518,CUST-0518,Pro,199.0,Active,True,2025-05-21
SUB-0519,CUST-0519,Starter,49.0,Active,False,2025-05-12
SUB-0520,CUST-0520,Pro,199.0,Active,True,2025-10-24
SUB-0521,CUST-0521,Pro,199.0,Active,True,2025-09-27
SUB-0522,CUST-0522,Enterprise,799.0,Active,True,2025-01-24
SUB-0523,CUST-0523,Enterprise,799.0,Active,True,2025-07-07
SUB-0524,CUST-0524,Pro,199.0,Active,False,2025-01-16
SUB-0525,CUST-0525,Pro,199.0,Active,False,2025-10-05
SUB-0526,CUST-0526,Pro,199.0,Active,False,2025-02-20
SUB-0527,CUST-0527,Enterprise,799.0,Active,True,2025-05-24
SUB-0528,CUST-0528,Pro,199.0,Active,True,2025-08-31
SUB-0529,CUST-0529,Enterprise,799.0,Active,True,2025-07-10
SUB-0530,CUST-0530,Enterprise,799.0,Active,True,2025-05-26
SUB-0531,CUST-0531,Pro,199.0,Active,True,2025-07-17
SUB-0532,CUST-0532,Starter,49.0,Canceled,False,2025-03-19
SUB-0533,CUST-0533,Starter,49.0,Active,True,2025-06-29
SUB-0534,CUST-0534,Starter,49.0,Canceled,False,2025-04-04
SUB-0535,CUST-0535,Pro,199.0,Active,True,2025-05-05
SUB-0536,CUST-0536,Pro,199.0,Active,True,2025-03-12
SUB-0537,CUST-0537,Starter,49.0,Active,True,2025-04-05
SUB-0538,CUST-0538,Enterprise,799.0,Active,True,2025-05-26
SUB-0539,CUST-0539,Pro,199.0,Active,False,2025-08-02
SUB-0540,CUST-0540,Enterprise,799.0,Active,True,2025-10-08
SUB-0541,CUST-0541,Pro,199.0,Active,False,2025-01-31
SUB-0542,CUST-0542,Enterprise,799.0,Active,True,2025-02-26
SUB-0543,CUST-0543,Starter,49.0,Active,True,2025-05-20
SUB-0544,CUST-0544,Pro,199.0,Active,True,2025-03-15
SUB-0545,CUST-0545,Pro,199.0,Active,True,2025-09-04
SUB-0546,CUST-0546,Enterprise,799.0,Active,False,2025-04-20
SUB-0547,CUST-0547,Starter,49.0,Canceled,False,2025-08-27
SUB-0548,CUST-0548,Enterprise,799.0,Active,True,2025-02-26
SUB-0549,CUST-0549,Pro,199.0,Active,True,2025-03-01
SUB-0550,CUST-0550,Pro,199.0,Active,True,2025-05-05
SUB-0551,CUST-0551,Pro,199.0,Active,False,2025-10-20
SUB-0552,CUST-0552,Starter,49.0,Canceled,False,2025-01-11
SUB-0553,CUST-0553,Pro,199.0,Active,True,2025-04-26
SUB-0554,CUST-0554,Starter,49.0,Active,True,2025-07-28
SUB-0555,CUST-0555,Pro,199.0,Active,False,2025-01-02
SUB-0556,CUST-0556,Starter,49.0,Active,True,2025-03-11
SUB-0557,CUST-0557,Enterprise,799.0,Active,True,2025-10-17
SUB-0558,CUST-0558,Starter,49.0,Active,True,2025-07-18
SUB-0559,CUST-0559,Enterprise,799.0,Active,True,2025-09-10
SUB-0560,CUST-0560,Enterprise,799.0,Active,True,2025-05-30
SUB-0561,CUST-0561,Enterprise,799.0,Active,True,2025-08-16
SUB-0562,CUST-0562,Pro,199.0,Active,True,2025-03-06
SUB-0563,CUST-0563,Starter,49.0,Active,True,2025-05-20
SUB-0564,CUST-0564,Pro,199.0,Active,True,2025-02-22
SUB-0565,CUST-0565,Enterprise,799.0,Active,True,2025-01-23
SUB-0566,CUST-0566,Pro,199.0,Canceled,False,2025-02-05
SUB-0567,CUST-0567,Pro,199.0,Active,True,2025-09-08
SUB-0568,CUST-0568,Pro,199.0,Active,True,2025-03-12
SUB-0569,CUST-0569,Pro,199.0,Active,True,2025-10-20
SUB-0570,CUST-0570,Enterprise,799.0,Active,True,2025-04-14
SUB-0571,CUST-0571,Enterprise,799.0,Active,True,2025-05-01
SUB-0572,CUST-0572,Pro,199.0,Active,True,2025-02-15
SUB-0573,CUST-0573,Enterprise,799.0,Active,True,2025-08-05
SUB-0574,CUST-0574,Pro,199.0,Active,False,2025-09-21
SUB-0575,CUST-0575,Enterprise,799.0,Active,True,2025-09-09
SUB-0576,CUST-0576,Starter,49.0,Active,True,2025-08-29
SUB-0577,CUST-0577,Pro,199.0,Active,True,2025-04-21
SUB-0578,CUST-0578,Starter,49.0,Active,True,2025-02-02
SUB-0579,CUST-0579,Pro,199.0,Active,True,2025-02-11
SUB-0580,CUST-0580,Pro,199.0,Active,True,2025-09-27
SUB-0581,CUST-0581,Enterprise,799.0,Active,True,2025-10-04
SUB-0582,CUST-0582,Pro,199.0,Active,True,2025-04-05
SUB-0583,CUST-0583,Starter,49.0,Canceled,False,2025-02-24
SUB-0584,CUST-0584,Enterprise,799.0,Active,True,2025-02-11
SUB-0585,CUST-0585,Starter,49.0,Active,True,2025-08-17
SUB-0586,CUST-0586,Starter,49.0,Active,False,2025-05-02
SUB-0587,CUST-0587,Starter,49.0,Active,True,2025-08-06
SUB-0588,CUST-0588,Enterprise,799.0,Active,True,2025-02-26
SUB-0589,CUST-0589,Enterprise,799.0,Active,True,2025-10-17
SUB-0590,CUST-0590,Enterprise,799.0,Active,True,2025-09-24
SUB-0591,CUST-0591,Enterprise,799.0,Active,True,2025-06-06
SUB-0592,CUST-0592,Enterprise,799.0,Active,True,2025-03-20
SUB-0593,CUST-0593,Enterprise,799.0,Active,False,2025-05-09
SUB-0594,CUST-0594,Starter,49.0,Active,True,2025-05-31
SUB-0595,CUST-0595,Enterprise,799.0,Active,True,2025-02-21
SUB-0596,CUST-0596,Starter,49.0,Active,False,2025-01-29
SUB-0597,CUST-0597,Starter,49.0,Active,True,2025-10-11
SUB-0598,CUST-0598,Enterprise,799.0,Active,True,2025-01-27
SUB-0599,CUST-0599,Enterprise,799.0,Active,True,2025-05-30
SUB-0600,CUST-0600,Starter,49.0,Active,True,2025-10-03
SUB-0601,CUST-0601,Pro,199.0,Active,True,2025-06-05
SUB-0602,CUST-0602,Enterprise,799.0,Active,False,2025-09-08
SUB-0603,CUST-0603,Starter,49.0,Active,True,2025-06-25
SUB-0604,CUST-0604,Enterprise,799.0,Active,True,2025-08-18
SUB-0605,CUST-0605,Pro,199.0,Active,True,2025-01-09
SUB-0606,CUST-0606,Starter,49.0,Active,True,2025-04-15
SUB-0607,CUST-0607,Enterprise,799.0,Active,True,2025-01-30
SUB-0608,CUST-0608,Enterprise,799.0,Active,True,2025-02-21
SUB-0609,CUST-0609,Enterprise,799.0,Active,True,2025-04-05
SUB-0610,CUST-0610,Enterprise,799.0,Active,True,2025-09-27
SUB-0611,CUST-0611,Enterprise,799.0,Active,True,2025-06-30
SUB-0612,CUST-0612,Starter,49.0,Active,True,2025-07-19
SUB-0613,CUST-0613,Enterprise,799.0,Active,True,2025-05-29
SUB-0614,CUST-0614,Enterprise,799.0,Active,True,2025-10-02
SUB-0615,CUST-0615,Enterprise,799.0,Active,True,2025-07-24
SUB-0616,CUST-0616,Pro,199.0,Active,True,2025-06-21
SUB-0617,CUST-0617,Enterprise,799.0,Active,True,2025-05-24
SUB-0618,CUST-0618,Enterprise,799.0,Active,True,2025-04-22
SUB-0619,CUST-0619,Pro,199.0,Active,True,2025-04-24
SUB-0620,CUST-0620,Pro,199.0,Active,True,2025-09-07
SUB-0621,CUST-0621,Enterprise,799.0,Active,True,2025-08-16
SUB-0622,CUST-0622,Enterprise,799.0,Active,True,2025-07-18
SUB-0623,CUST-0623,Enterprise,799.0,Active,True,2025-02-20
SUB-0624,CUST-0624,Starter,49.0,Active,True,2025-01-06
SUB-0625,CUST-0625,Enterprise,799.0,Active,True,2025-02-04
SUB-0626,CUST-0626,Starter,49.0,Canceled,False,2025-02-26
SUB-0627,CUST-0627,Starter,49.0,Canceled,False,2025-05-25
SUB-0628,CUST-0628,Starter,49.0,Active,True,2025-08-05
SUB-0629,CUST-0629,Enterprise,799.0,Active,True,2025-02-12
SUB-0630,CUST-0630,Starter,49.0,Active,True,2025-02-11
SUB-0631,CUST-0631,Starter,49.0,Canceled,False,2025-05-03
SUB-0632,CUST-0632,Starter,49.0,Active,True,2025-09-05
SUB-0633,CUST-0633,Starter,49.0,Active,True,2025-07-03
SUB-0634,CUST-0634,Pro,199.0,Active,True,2025-04-27
SUB-0635,CUST-0635,Enterprise,799.0,Active,False,2025-10-12
SUB-0636,CUST-0636,Starter,49.0,Canceled,False,2025-02-09
SUB-0637,CUST-0637,Enterprise,799.0,Active,True,2025-03-12
SUB-0638,CUST-0638,Enterprise,799.0,Active,True,2025-10-05
SUB-0639,CUST-0639,Enterprise,799.0,Active,True,2025-03-08
SUB-0640,CUST-0640,Pro,199.0,Active,True,2025-03-23
SUB-0641,CUST-0641,Enterprise,799.0,Active,True,2025-02-03
SUB-0642,CUST-0642,Pro,199.0,Active,True,2025-09-04
SUB-0643,CUST-0643,Pro,199.0,Active,True,2025-04-12
SUB-0644,CUST-0644,Starter,49.0,Active,True,2025-09-07
SUB-0645,CUST-0645,Enterprise,799.0,Active,True,2025-02-08
SUB-0646,CUST-0646,Starter,49.0,Active,True,2025-03-30
SUB-0647,CUST-0647,Starter,49.0,Canceled,False,2025-07-28
SUB-0648,CUST-0648,Pro,199.0,Active,True,2025-02-21
SUB-0649,CUST-0649,Starter,49.0,Active,True,2025-05-03
SUB-0650,CUST-0650,Starter,49.0,Canceled,False,2025-01-10
SUB-0651,CUST-0651,Pro,199.0,Active,True,2025-09-06
SUB-0652,CUST-0652,Starter,49.0,Active,True,2025-05-13
SUB-0653,CUST-0653,Pro,199.0,Active,True,2025-08-01
SUB-0654,CUST-0654,Pro,199.0,Active,True,2025-08-31
SUB-0655,CUST-0655,Pro,199.0,Active,True,2025-08-19
SUB-0656,CUST-0656,Enterprise,799.0,Active,True,2025-06-08
SUB-0657,CUST-0657,Enterprise,799.0,Active,True,2025-01-14
SUB-0658,CUST-0658,Enterprise,799.0,Active,True,2025-07-18
SUB-0659,CUST-0659,Starter,49.0,Active,True,2025-01-04
SUB-0660,CUST-0660,Starter,49.0,Active,True,2025-02-14
SUB-0661,CUST-0661,Starter,49.0,Active,True,2025-03-13
SUB-0662,CUST-0662,Starter,49.0,Active,True,2025-08-05
SUB-0663,CUST-0663,Pro,199.0,Active,True,2025-01-27
SUB-0664,CUST-0664,Enterprise,799.0,Active,True,2025-07-03
SUB-0665,CUST-0665,Starter,49.0,Active,True,2025-08-18
SUB-0666,CUST-0666,Pro,199.0,Active,True,2025-02-16
SUB-0667,CUST-0667,Starter,49.0,Active,True,2025-08-20
SUB-0668,CUST-0668,Pro,199.0,Active,True,2025-06-06
SUB-0669,CUST-0669,Starter,49.0,Active,True,2025-10-07
SUB-0670,CUST-0670,Enterprise,799.0,Active,True,2025-01-30
SUB-0671,CUST-0671,Pro,199.0,Active,True,2025-06-01
SUB-0672,CUST-0672,Pro,199.0,Active,True,2025-02-06
SUB-0673,CUST-0673,Enterprise,799.0,Active,True,2025-10-15
SUB-0674,CUST-0674,Pro,199.0,Active,True,2025-02-20
SUB-0675,CUST-0675,Enterprise,799.0,Active,True,2025-08-20
SUB-0676,CUST-0676,Enterprise,799.0,Active,True,2025-10-16
SUB-0677,CUST-0677,Pro,199.0,Active,True,2025-08-08
SUB-0678,CUST-0678,Enterprise,799.0,Active,True,2025-04-02
SUB-0679,CUST-0679,Pro,199.0,Active,True,2025-04-04
SUB-0680,CUST-0680,Starter,49.0,Active,True,2025-10-14
SUB-0681,CUST-0681,Enterprise,799.0,Active,True,2025-06-15
SUB-0682,CUST-0682,Pro,199.0,Active,False,2025-09-03
SUB-0683,CUST-0683,Starter,49.0,Active,True,2025-10-12
SUB-0684,CUST-0684,Enterprise,799.0,Active,True,2025-07-05
SUB-0685,CUST-0685,Enterprise,799.0,Active,True,2025-08-31
SUB-0686,CUST-0686,Starter,49.0,Active,False,2025-08-23
SUB-0687,CUST-0687,Enterprise,799.0,Active,True,2025-08-06
SUB-0688,CUST-0688,Starter,49.0,Active,True,2025-08-05
SUB-0689,CUST-0689,Starter,49.0,Active,True,2025-06-11
SUB-0690,CUST-0690,Enterprise,799.0,Active,False,2025-06-02
SUB-0691,CUST-0691,Starter,49.0,Active,True,2025-01-09
SUB-0692,CUST-0692,Starter,49.0,Active,False,2025-03-08
SUB-0693,CUST-0693,Starter,49.0,Active,True,2025-06-02
SUB-0694,CUST-0694,Enterprise,799.0,Active,True,2025-09-19
SUB-0695,CUST-0695,Enterprise,799.0,Canceled,False,2025-01-09
SUB-0696,CUST-0696,Pro,199.0,Active,True,2025-06-24
SUB-0697,CUST-0697,Starter,49.0,Canceled,False,2025-01-14
SUB-0698,CUST-0698,Pro,199.0,Active,True,2025-03-07
SUB-0699,CUST-0699,Starter,49.0,Active,True,2025-03-01
SUB-0700,CUST-0700,Starter,49.0,Active,True,2025-10-08
SUB-0701,CUST-0701,Pro,199.0,Active,True,2025-06-26
SUB-0702,CUST-0702,Enterprise,799.0,Active,True,2025-02-09
SUB-0703,CUST-0703,Starter,49.0,Active,True,2025-05-07
SUB-0704,CUST-0704,Enterprise,799.0,Canceled,False,2025-06-16
SUB-0705,CUST-0705,Starter,49.0,Active,False,2025-07-09
SUB-0706,CUST-0706,Enterprise,799.0,Canceled,False,2025-08-30
SUB-0707,CUST-0707,Starter,49.0,Active,False,2025-06-06
SUB-0708,CUST-0708,Starter,49.0,Active,True,2025-04-30
SUB-0709,CUST-0709,Enterprise,799.0,Active,True,2025-04-17
SUB-0710,CUST-0710,Enterprise,799.0,Active,True,2025-05-23
SUB-0711,CUST-0711,Starter,49.0,Canceled,False,2025-09-22
SUB-0712,CUST-0712,Enterprise,799.0,Canceled,False,2025-06-05
SUB-0713,CUST-0713,Pro,199.0,Active,True,2025-07-08
SUB-0714,CUST-0714,Enterprise,799.0,Active,True,2025-04-29
SUB-0715,CUST-0715,Enterprise,799.0,Active,True,2025-03-15
SUB-0716,CUST-0716,Starter,49.0,Active,True,2025-10-20
SUB-0717,CUST-0717,Enterprise,799.0,Active,False,2025-08-04
SUB-0718,CUST-0718,Enterprise,799.0,Active,True,2025-05-12
SUB-0719,CUST-0719,Starter,49.0,Active,True,2025-01-06
SUB-0720,CUST-0720,Pro,199.0,Active,True,2025-04-20
SUB-0721,CUST-0721,Pro,199.0,Active,True,2025-01-30
SUB-0722,CUST-0722,Pro,199.0,Active,True,2025-07-15
SUB-0723,CUST-0723,Pro,199.0,Active,False,2025-07-01
SUB-0724,CUST-0724,Pro,199.0,Active,True,2025-05-11
SUB-0725,CUST-0725,Pro,199.0,Canceled,False,2025-02-22
SUB-0726,CUST-0726,Enterprise,799.0,Active,True,2025-07-25
SUB-0727,CUST-0727,Enterprise,799.0,Active,True,2025-03-07
SUB-0728,CUST-0728,Pro,199.0,Active,True,2025-03-18
SUB-0729,CUST-0729,Enterprise,799.0,Active,True,2025-03-05
SUB-0730,CUST-0730,Enterprise,799.0,Active,True,2025-09-06
SUB-0731,CUST-0731,Pro,199.0,Active,True,2025-06-22
SUB-0732,CUST-0732,Pro,199.0,Active,False,2025-02-11
SUB-0733,CUST-0733,Enterprise,799.0,Canceled,False,2025-02-17
SUB-0734,CUST-0734,Starter,49.0,Active,True,2025-03-03
SUB-0735,CUST-0735,Enterprise,799.0,Canceled,False,2025-01-19
SUB-0736,CUST-0736,Starter,49.0,Active,True,2025-07-29
SUB-0737,CUST-0737,Starter,49.0,Active,True,2025-07-06
SUB-0738,CUST-0738,Enterprise,799.0,Active,True,2025-01-07
SUB-0739,CUST-0739,Pro,199.0,Active,True,2025-03-02
SUB-0740,CUST-0740,Enterprise,799.0,Active,True,2025-08-29
SUB-0741,CUST-0741,Enterprise,799.0,Canceled,False,2025-08-06
SUB-0742,CUST-0742,Starter,49.0,Active,False,2025-05-13
SUB-0743,CUST-0743,Enterprise,799.0,Canceled,False,2025-04-28
SUB-0744,CUST-0744,Pro,199.0,Active,True,2025-04-04
SUB-0745,CUST-0745,Enterprise,799.0,Active,True,2025-06-04
SUB-0746,CUST-0746,Enterprise,799.0,Active,True,2025-01-28
SUB-0747,CUST-0747,Pro,199.0,Active,True,2025-04-17
SUB-0748,CUST-0748,Enterprise,799.0,Canceled,False,2025-05-28
SUB-0749,CUST-0749,Starter,49.0,Active,True,2025-09-19
SUB-0750,CUST-0750,Pro,199.0,Active,True,2025-09-12
SUB-0751,CUST-0751,Enterprise,799.0,Active,True,2025-04-14
SUB-0752,CUST-0752,Pro,199.0,Active,True,2025-08-30
SUB-0753,CUST-0753,Starter,49.0,Active,True,2025-04-06
SUB-0754,CUST-0754,Starter,49.0,Active,True,2025-06-17
SUB-0755,CUST-0755,Pro,199.0,Active,False,2025-06-17
SUB-0756,CUST-0756,Pro,199.0,Active,True,2025-01-12
SUB-0757,CUST-0757,Enterprise,799.0,Active,True,2025-08-08
SUB-0758,CUST-0758,Starter,49.0,Active,True,2025-08-24
SUB-0759,CUST-0759,Starter,49.0,Active,True,2025-08-03
SUB-0760,CUST-0760,Pro,199.0,Active,True,2025-04-14
SUB-0761,CUST-0761,Starter,49.0,Active,True,2025-07-22
SUB-0762,CUST-0762,Pro,199.0,Active,False,2025-01-17
SUB-0763,CUST-0763,Enterprise,799.0,Active,True,2025-02-05
SUB-0764,CUST-0764,Pro,199.0,Active,True,2025-01-23
SUB-0765,CUST-0765,Pro,199.0,Canceled,False,2025-09-09
SUB-0766,CUST-0766,Enterprise,799.0,Active,True,2025-06-07
SUB-0767,CUST-0767,Starter,49.0,Active,True,2025-09-21
SUB-0768,CUST-0768,Pro,199.0,Active,True,2025-03-22
SUB-0769,CUST-0769,Enterprise,799.0,Canceled,False,2025-10-02
SUB-0770,CUST-0770,Enterprise,799.0,Active,True,2025-03-24
SUB-0771,CUST-0771,Pro,199.0,Active,True,2025-02-24
SUB-0772,CUST-0772,Starter,49.0,Active,True,2025-05-26
SUB-0773,CUST-0773,Pro,199.0,Active,True,2025-05-20
SUB-0774,CUST-0774,Enterprise,799.0,Active,True,2025-05-09
SUB-0775,CUST-0775,Pro,199.0,Canceled,False,2025-02-03
SUB-0776,CUST-0776,Pro,199.0,Active,True,2025-10-17
SUB-0777,CUST-0777,Enterprise,799.0,Active,True,2025-02-20
SUB-0778,CUST-0778,Starter,49.0,Active,True,2025-09-09
SUB-0779,CUST-0779,Starter,49.0,Active,True,2025-06-06
SUB-0780,CUST-0780,Enterprise,799.0,Active,False,2025-05-15
SUB-0781,CUST-0781,Enterprise,799.0,Active,True,2025-08-26
SUB-0782,CUST-0782,Pro,199.0,Active,True,2025-06-13
SUB-0783,CUST-0783,Starter,49.0,Active,True,2025-07-01
SUB-0784,CUST-0784,Starter,49.0,Active,False,2025-06-01
SUB-0785,CUST-0785,Pro,199.0,Active,True,2025-01-31
SUB-0786,CUST-0786,Starter,49.0,Canceled,False,2025-05-19
SUB-0787,CUST-0787,Starter,49.0,Canceled,False,2025-02-08
SUB-0788,CUST-0788,Pro,199.0,Active,True,2025-01-17
SUB-0789,CUST-0789,Starter,49.0,Active,False,2025-05-24
SUB-0790,CUST-0790,Pro,199.0,Active,True,2025-10-16
SUB-0791,CUST-0791,Enterprise,799.0,Active,True,2025-07-01
SUB-0792,CUST-0792,Pro,199.0,Canceled,False,2025-05-30
SUB-0793,CUST-0793,Pro,199.0,Active,True,2025-04-03
SUB-0794,CUST-0794,Pro,199.0,Active,True,2025-02-13
SUB-0795,CUST-0795,Pro,199.0,Active,True,2025-06-29
SUB-0796,CUST-0796,Pro,199.0,Canceled,False,2025-06-28
SUB-0797,CUST-0797,Enterprise,799.0,Active,True,2025-03-19
SUB-0798,CUST-0798,Starter,49.0,Active,True,2025-05-08
