ticket_id,customer_id,category,priority,status,escalated,resolution_hours,csat_score,created_at
TCK-0101-09,CUST-0101,Technical Bug,High,Closed,True,38.2,3.0,2026-06-07 00:00:00
TCK-0102-01,CUST-0102,Account Access,Low,Escalation Pending,False,-1.0,2.0,2026-03-29 00:00:00
TCK-0102-02,CUST-0102,Performance Issue,Urgent,Resolved,True,12.7,3.0,2025-04-16 00:00:00
TCK-0102-03,CUST-0102,Technical Bug,Low,Closed,False,17.7,3.0,2025-08-02 00:00:00
TCK-0102-04,CUST-0102,Billing,Medium,Closed,True,9.5,2.0,2026-05-12 00:00:00
TCK-0103-01,CUST-0103,Account Access,Urgent,Escalation Pending,True,-1.0,1.0,2025-06-23 00:00:00
TCK-0103-02,CUST-0103,Account Access,Urgent,Resolved,False,70.2,4.0,2025-09-30 00:00:00
TCK-0104-01,CUST-0104,Technical Bug,Urgent,In Progress,False,-1.0,2.0,2025-05-11 00:00:00
TCK-0104-02,CUST-0104,Billing,Low,In Progress,True,-1.0,1.0,2025-08-22 00:00:00
TCK-0104-03,CUST-0104,Billing,Medium,Closed,False,15.9,5.0,2025-02-26 00:00:00
TCK-0104-04,CUST-0104,Technical Bug,High,Escalation Pending,False,-1.0,1.0,2025-02-23 00:00:00
TCK-0104-05,CUST-0104,Billing,Urgent,Closed,False,28.0,3.0,2025-06-26 00:00:00
TCK-0104-06,CUST-0104,Technical Bug,Urgent,In Progress,True,-1.0,3.0,2025-03-21 00:00:00
TCK-0104-07,CUST-0104,Billing,High,Resolved,False,10.8,4.0,2025-07-31 00:00:00
TCK-0104-08,CUST-0104,Performance Issue,High,Escalation Pending,False,-1.0,3.0,2025-05-28 00:00:00
TCK-0104-09,CUST-0104,Billing,Urgent,Closed,False,19.5,3.0,2025-10-25 00:00:00
TCK-0104-10,CUST-0104,Feature Request,High,Escalation Pending,False,-1.0,1.0,2025-12-06 00:00:00
TCK-0105-01,CUST-0105,Performance Issue,Medium,In Progress,False,-1.0,3.0,2025-09-28 00:00:00
TCK-0105-02,CUST-0105,Feature Request,Low,Escalation Pending,False,-1.0,3.0,2025-06-27 00:00:00
TCK-0105-03,CUST-0105,Billing,High,Closed,False,24.4,3.0,2026-02-25 00:00:00
TCK-0106-01,CUST-0106,Technical Bug,High,In Progress,True,-1.0,1.0,2025-11-01 00:00:00
TCK-0106-02,CUST-0106,Performance Issue,Low,Closed,True,5.9,1.0,2025-12-25 00:00:00
TCK-0106-03,CUST-0106,Billing,Urgent,Resolved,True,42.0,2.0,2026-05-21 00:00:00
TCK-0106-04,CUST-0106,Performance Issue,High,Closed,True,44.4,1.0,2025-09-19 00:00:00
TCK-0106-05,CUST-0106,Technical Bug,Urgent,Resolved,False,34.8,3.0,2026-03-16 00:00:00
TCK-0106-06,CUST-0106,Performance Issue,Urgent,Resolved,False,59.7,5.0,2026-06-10 00:00:00
TCK-0106-07,CUST-0106,Billing,Low,Resolved,False,22.8,3.0,2025-11-03 00:00:00
TCK-0106-08,CUST-0106,Technical Bug,Urgent,Closed,True,41.9,1.0,2026-06-25 00:00:00
TCK-0106-09,CUST-0106,Performance Issue,Urgent,In Progress,False,-1.0,3.0,2026-05-05 00:00:00
TCK-0106-10,CUST-0106,Feature Request,Low,Closed,False,14.1,5.0,2025-12-02 00:00:00
TCK-0107-01,CUST-0107,Performance Issue,Medium,Closed,False,10.3,5.0,2026-02-10 00:00:00
TCK-0107-02,CUST-0107,Feature Request,Urgent,Resolved,False,52.8,5.0,2026-06-11 00:00:00
TCK-0107-03,CUST-0107,Billing,Medium,In Progress,False,-1.0,1.0,2026-01-10 00:00:00
TCK-0107-04,CUST-0107,Technical Bug,Medium,Resolved,False,19.0,5.0,2026-05-20 00:00:00
TCK-0107-05,CUST-0107,Performance Issue,Medium,Escalation Pending,True,-1.0,2.0,2025-10-28 00:00:00
TCK-0107-06,CUST-0107,Technical Bug,High,Closed,False,18.3,5.0,2025-09-26 00:00:00
TCK-0107-07,CUST-0107,Performance Issue,Urgent,Closed,False,53.4,5.0,2026-04-14 00:00:00
TCK-0108-01,CUST-0108,Performance Issue,Urgent,Resolved,True,66.5,2.0,2025-11-29 00:00:00
TCK-0108-02,CUST-0108,Feature Request,Urgent,Resolved,False,62.9,4.0,2026-06-21 00:00:00
TCK-0109-01,CUST-0109,Performance Issue,Medium,Closed,False,5.4,5.0,2026-04-24 00:00:00
TCK-0109-02,CUST-0109,Performance Issue,Low,In Progress,False,-1.0,2.0,2025-06-23 00:00:00
TCK-0109-03,CUST-0109,Technical Bug,High,Resolved,True,40.4,2.0,2025-04-20 00:00:00
TCK-0109-04,CUST-0109,Feature Request,Urgent,Closed,False,55.3,5.0,2025-08-13 00:00:00
TCK-0109-05,CUST-0109,Feature Request,Urgent,Closed,False,41.3,4.0,2025-09-28 00:00:00
TCK-0109-06,CUST-0109,Billing,High,In Progress,False,-1.0,3.0,2025-04-24 00:00:00
TCK-0109-07,CUST-0109,Billing,Urgent,In Progress,False,-1.0,1.0,2025-12-17 00:00:00
TCK-0110-01,CUST-0110,Feature Request,Low,Closed,False,6.4,5.0,2025-11-03 00:00:00
TCK-0110-02,CUST-0110,Billing,Low,Closed,False,22.9,4.0,2026-01-10 00:00:00
TCK-0110-03,CUST-0110,Billing,High,Resolved,False,23.4,5.0,2025-08-27 00:00:00
TCK-0110-04,CUST-0110,Account Access,Medium,Closed,False,6.5,5.0,2026-05-23 00:00:00
TCK-0111-01,CUST-0111,Account Access,Medium,Closed,True,19.4,3.0,2026-02-13 00:00:00
TCK-0111-02,CUST-0111,Billing,Urgent,Resolved,False,6.7,5.0,2026-03-31 00:00:00
TCK-0112-01,CUST-0112,Feature Request,Low,Escalation Pending,False,-1.0,3.0,2026-06-10 00:00:00
TCK-0112-02,CUST-0112,Billing,Low,In Progress,True,-1.0,2.0,2025-10-29 00:00:00
TCK-0112-03,CUST-0112,Feature Request,Medium,In Progress,True,-1.0,2.0,2026-01-07 00:00:00
TCK-0112-04,CUST-0112,Account Access,Medium,In Progress,False,-1.0,1.0,2026-01-07 00:00:00
TCK-0112-05,CUST-0112,Account Access,Urgent,Resolved,False,68.1,5.0,2025-06-16 00:00:00
TCK-0112-06,CUST-0112,Technical Bug,High,Closed,False,8.1,5.0,2025-11-14 00:00:00
TCK-0112-07,CUST-0112,Performance Issue,Medium,Closed,False,11.4,5.0,2026-06-01 00:00:00
TCK-0113-01,CUST-0113,Technical Bug,Medium,Closed,False,11.5,4.0,2026-04-11 00:00:00
TCK-0113-02,CUST-0113,Performance Issue,Medium,Resolved,False,6.1,4.0,2026-04-30 00:00:00
TCK-0113-03,CUST-0113,Billing,High,Escalation Pending,False,-1.0,2.0,2026-01-11 00:00:00
TCK-0113-04,CUST-0113,Feature Request,High,Closed,True,9.5,1.0,2025-11-01 00:00:00
TCK-0113-05,CUST-0113,Performance Issue,High,Closed,False,43.7,4.0,2026-04-19 00:00:00
TCK-0113-06,CUST-0113,Billing,High,Escalation Pending,True,-1.0,1.0,2026-03-03 00:00:00
TCK-0113-07,CUST-0113,Performance Issue,Urgent,In Progress,False,-1.0,1.0,2026-06-01 00:00:00
TCK-0113-08,CUST-0113,Feature Request,Urgent,Closed,False,15.5,3.0,2026-02-07 00:00:00
TCK-0113-09,CUST-0113,Billing,High,Closed,False,54.0,4.0,2026-05-07 00:00:00
TCK-0113-10,CUST-0113,Technical Bug,Low,Escalation Pending,False,-1.0,3.0,2026-02-28 00:00:00
TCK-0114-01,CUST-0114,Feature Request,Low,Escalation Pending,False,-1.0,2.0,2025-08-05 00:00:00
TCK-0114-02,CUST-0114,Technical Bug,Urgent,Resolved,False,41.0,3.0,2025-10-20 00:00:00
TCK-0114-03,CUST-0114,Account Access,Urgent,In Progress,False,-1.0,2.0,2026-03-08 00:00:00
TCK-0114-04,CUST-0114,Technical Bug,Urgent,Resolved,True,50.3,1.0,2026-03-09 00:00:00
TCK-0114-05,CUST-0114,Feature Request,Low,Resolved,False,6.0,4.0,2026-02-01 00:00:00
TCK-0114-06,CUST-0114,Feature Request,High,Closed,False,33.8,4.0,2026-03-04 00:00:00
TCK-0114-07,CUST-0114,Billing,High,Closed,True,52.3,1.0,2025-08-30 00:00:00
TCK-0115-01,CUST-0115,Performance Issue,Medium,Escalation Pending,False,-1.0,1.0,2025-10-12 00:00:00
TCK-0115-02,CUST-0115,Account Access,Medium,Closed,False,5.9,3.0,2026-02-16 00:00:00
TCK-0115-03,CUST-0115,Account Access,High,Escalation Pending,False,-1.0,2.0,2026-06-02 00:00:00
TCK-0115-04,CUST-0115,Technical Bug,Low,Closed,False,2.1,5.0,2025-07-23 00:00:00
TCK-0115-05,CUST-0115,Feature Request,Urgent,Resolved,False,44.6,5.0,2025-11-15 00:00:00
TCK-0115-06,CUST-0115,Technical Bug,Urgent,Escalation Pending,False,-1.0,1.0,2026-05-20 00:00:00
TCK-0115-07,CUST-0115,Performance Issue,Low,In Progress,False,-1.0,3.0,2026-06-03 00:00:00
TCK-0115-08,CUST-0115,Performance Issue,Medium,Closed,True,3.2,2.0,2025-08-04 00:00:00
TCK-0115-09,CUST-0115,Technical Bug,Low,In Progress,False,-1.0,2.0,2025-08-30 00:00:00
TCK-0115-10,CUST-0115,Billing,Low,Closed,False,5.5,5.0,2026-05-25 00:00:00
TCK-0116-01,CUST-0116,Account Access,Urgent,Escalation Pending,False,-1.0,3.0,2025-07-07 00:00:00
TCK-0116-02,CUST-0116,Account Access,Urgent,In Progress,True,-1.0,2.0,2026-02-28 00:00:00
TCK-0116-03,CUST-0116,Feature Request,Medium,Resolved,False,4.4,3.0,2026-02-06 00:00:00
TCK-0116-04,CUST-0116,Performance Issue,High,In Progress,False,-1.0,2.0,2026-02-28 00:00:00
TCK-0116-05,CUST-0116,Performance Issue,High,Escalation Pending,False,-1.0,3.0,2026-06-12 00:00:00
TCK-0116-06,CUST-0116,Feature Request,Urgent,Closed,False,51.6,4.0,2025-06-04 00:00:00
TCK-0116-07,CUST-0116,Billing,Low,Resolved,False,18.2,4.0,2026-04-15 00:00:00
TCK-0117-01,CUST-0117,Technical Bug,High,Resolved,True,23.5,3.0,2026-01-26 00:00:00
TCK-0117-02,CUST-0117,Account Access,Low,In Progress,False,-1.0,2.0,2025-11-08 00:00:00
TCK-0118-01,CUST-0118,Billing,Medium,Escalation Pending,False,-1.0,3.0,2026-02-22 00:00:00
TCK-0118-02,CUST-0118,Feature Request,Urgent,Resolved,False,60.5,5.0,2026-06-20 00:00:00
TCK-0118-03,CUST-0118,Account Access,Low,In Progress,False,-1.0,2.0,2025-10-07 00:00:00
TCK-0118-04,CUST-0118,Technical Bug,High,In Progress,False,-1.0,2.0,2026-06-04 00:00:00
TCK-0118-05,CUST-0118,Technical Bug,Urgent,Resolved,True,62.5,2.0,2026-02-12 00:00:00
TCK-0118-06,CUST-0118,Billing,High,Escalation Pending,False,-1.0,1.0,2026-03-13 00:00:00
TCK-0118-07,CUST-0118,Feature Request,High,In Progress,True,-1.0,1.0,2025-10-31 00:00:00
TCK-0118-08,CUST-0118,Account Access,Low,Resolved,False,11.8,3.0,2026-05-09 00:00:00
TCK-0118-09,CUST-0118,Performance Issue,Medium,Escalation Pending,False,-1.0,3.0,2026-05-30 00:00:00
TCK-0119-01,CUST-0119,Feature Request,Urgent,Resolved,False,2.3,3.0,2026-04-03 00:00:00
TCK-0119-02,CUST-0119,Performance Issue,Low,Resolved,False,4.3,5.0,2025-04-28 00:00:00
TCK-0120-01,CUST-0120,Account Access,High,Resolved,False,21.1,4.0,2025-08-28 00:00:00
TCK-0120-02,CUST-0120,Billing,Low,Resolved,False,6.5,5.0,2026-01-16 00:00:00
TCK-0120-03,CUST-0120,Account Access,High,In Progress,True,-1.0,3.0,2025-08-13 00:00:00
TCK-0120-04,CUST-0120,Technical Bug,Low,In Progress,False,-1.0,3.0,2025-11-23 00:00:00
TCK-0120-05,CUST-0120,Billing,Medium,Resolved,True,4.3,1.0,2025-05-24 00:00:00
TCK-0120-06,CUST-0120,Feature Request,Urgent,Escalation Pending,True,-1.0,3.0,2025-10-09 00:00:00
TCK-0121-01,CUST-0121,Billing,Urgent,In Progress,True,-1.0,3.0,2026-06-14 00:00:00
TCK-0121-02,CUST-0121,Feature Request,Medium,Closed,False,20.9,5.0,2026-04-23 00:00:00
TCK-0121-03,CUST-0121,Feature Request,Medium,In Progress,False,-1.0,2.0,2026-06-08 00:00:00
TCK-0121-04,CUST-0121,Feature Request,Low,Resolved,True,9.7,2.0,2026-01-14 00:00:00
TCK-0122-01,CUST-0122,Billing,High,Resolved,False,57.5,5.0,2025-09-16 00:00:00
TCK-0122-02,CUST-0122,Performance Issue,Urgent,Closed,True,40.4,2.0,2025-09-07 00:00:00
TCK-0122-03,CUST-0122,Billing,High,Escalation Pending,True,-1.0,2.0,2025-12-10 00:00:00
TCK-0122-04,CUST-0122,Account Access,Medium,Resolved,False,18.3,5.0,2025-04-22 00:00:00
TCK-0122-05,CUST-0122,Performance Issue,Urgent,Resolved,True,59.5,1.0,2025-07-30 00:00:00
TCK-0122-06,CUST-0122,Feature Request,Low,Escalation Pending,False,-1.0,2.0,2025-11-03 00:00:00
TCK-0122-07,CUST-0122,Billing,Low,Closed,True,21.5,3.0,2026-04-13 00:00:00
TCK-0122-08,CUST-0122,Billing,Medium,Escalation Pending,False,-1.0,3.0,2025-07-22 00:00:00
TCK-0123-01,CUST-0123,Account Access,Low,Escalation Pending,False,-1.0,1.0,2025-11-03 00:00:00
TCK-0123-02,CUST-0123,Billing,High,Resolved,False,2.1,5.0,2025-08-01 00:00:00
TCK-0123-03,CUST-0123,Account Access,Low,Escalation Pending,False,-1.0,3.0,2025-11-15 00:00:00
TCK-0123-04,CUST-0123,Feature Request,Urgent,Closed,False,48.4,5.0,2025-08-16 00:00:00
TCK-0123-05,CUST-0123,Technical Bug,Urgent,In Progress,False,-1.0,2.0,2025-08-23 00:00:00
TCK-0123-06,CUST-0123,Account Access,Medium,Resolved,False,16.3,4.0,2026-06-10 00:00:00
TCK-0123-07,CUST-0123,Feature Request,Urgent,Closed,False,7.9,5.0,2026-01-25 00:00:00
TCK-0123-08,CUST-0123,Performance Issue,Urgent,Escalation Pending,False,-1.0,3.0,2026-01-09 00:00:00
TCK-0124-01,CUST-0124,Performance Issue,Low,Closed,False,17.7,5.0,2025-11-03 00:00:00
TCK-0124-02,CUST-0124,Performance Issue,High,Resolved,True,41.8,3.0,2025-10-12 00:00:00
TCK-0124-03,CUST-0124,Billing,Urgent,Resolved,False,11.9,5.0,2025-12-01 00:00:00
TCK-0124-04,CUST-0124,Performance Issue,Low,Resolved,False,7.4,3.0,2026-03-23 00:00:00
TCK-0124-05,CUST-0124,Performance Issue,High,In Progress,False,-1.0,3.0,2026-05-10 00:00:00
TCK-0124-06,CUST-0124,Billing,Urgent,Escalation Pending,False,-1.0,3.0,2026-04-17 00:00:00
TCK-0124-07,CUST-0124,Account Access,Urgent,In Progress,False,-1.0,2.0,2025-07-01 00:00:00
TCK-0124-08,CUST-0124,Billing,High,In Progress,False,-1.0,1.0,2026-02-23 00:00:00
TCK-0125-01,CUST-0125,Feature Request,Low,Resolved,False,20.7,5.0,2025-09-30 00:00:00
TCK-0125-02,CUST-0125,Technical Bug,High,In Progress,True,-1.0,1.0,2025-05-09 00:00:00
TCK-0125-03,CUST-0125,Performance Issue,Medium,Closed,False,16.5,5.0,2025-07-13 00:00:00
TCK-0125-04,CUST-0125,Account Access,Medium,Resolved,False,9.5,3.0,2025-06-12 00:00:00
TCK-0125-05,CUST-0125,Performance Issue,Medium,Escalation Pending,False,-1.0,2.0,2025-09-15 00:00:00
TCK-0125-06,CUST-0125,Feature Request,Medium,In Progress,False,-1.0,1.0,2025-10-12 00:00:00
TCK-0126-01,CUST-0126,Technical Bug,Urgent,Escalation Pending,False,-1.0,2.0,2026-01-14 00:00:00
TCK-0126-02,CUST-0126,Technical Bug,Urgent,Escalation Pending,True,-1.0,2.0,2026-02-10 00:00:00
TCK-0126-03,CUST-0126,Performance Issue,Low,In Progress,True,-1.0,2.0,2026-01-19 00:00:00
TCK-0126-04,CUST-0126,Account Access,High,Resolved,True,19.9,3.0,2026-03-21 00:00:00
TCK-0126-05,CUST-0126,Feature Request,Medium,Closed,False,13.4,4.0,2026-02-09 00:00:00
TCK-0126-06,CUST-0126,Performance Issue,Low,Resolved,False,2.3,3.0,2026-05-28 00:00:00
TCK-0126-07,CUST-0126,Billing,Urgent,In Progress,False,-1.0,2.0,2025-12-09 00:00:00
TCK-0126-08,CUST-0126,Billing,Low,Resolved,False,22.6,4.0,2025-11-03 00:00:00
TCK-0126-09,CUST-0126,Billing,Low,Closed,False,10.3,4.0,2025-10-28 00:00:00
TCK-0126-10,CUST-0126,Technical Bug,High,Resolved,True,46.7,2.0,2026-04-08 00:00:00
TCK-0127-01,CUST-0127,Account Access,High,Resolved,True,36.4,1.0,2026-04-29 00:00:00
TCK-0127-02,CUST-0127,Feature Request,Medium,Resolved,False,5.2,5.0,2025-10-10 00:00:00
TCK-0128-01,CUST-0128,Feature Request,Low,Closed,False,16.4,3.0,2026-05-30 00:00:00
TCK-0128-02,CUST-0128,Billing,Urgent,In Progress,True,-1.0,2.0,2025-11-28 00:00:00
TCK-0128-03,CUST-0128,Billing,Urgent,Escalation Pending,False,-1.0,3.0,2026-03-13 00:00:00
TCK-0128-04,CUST-0128,Billing,Medium,Escalation Pending,True,-1.0,1.0,2025-11-24 00:00:00
TCK-0128-05,CUST-0128,Performance Issue,High,In Progress,True,-1.0,2.0,2025-03-07 00:00:00
TCK-0128-06,CUST-0128,Billing,High,In Progress,False,-1.0,1.0,2026-04-13 00:00:00
TCK-0129-01,CUST-0129,Account Access,Urgent,In Progress,False,-1.0,2.0,2025-08-29 00:00:00
TCK-0129-02,CUST-0129,Feature Request,Medium,Closed,False,2.6,4.0,2026-03-24 00:00:00
TCK-0129-03,CUST-0129,Feature Request,Low,In Progress,False,-1.0,2.0,2026-04-16 00:00:00
TCK-0129-04,CUST-0129,Feature Request,Low,Resolved,True,9.4,3.0,2025-08-07 00:00:00
TCK-0129-05,CUST-0129,Feature Request,Low,Escalation Pending,False,-1.0,3.0,2026-04-17 00:00:00
TCK-0130-01,CUST-0130,Billing,Urgent,Resolved,False,19.0,4.0,2025-03-22 00:00:00
TCK-0130-02,CUST-0130,Technical Bug,Low,Resolved,False,12.0,4.0,2026-05-16 00:00:00
TCK-0130-03,CUST-0130,Performance Issue,Low,Resolved,False,4.5,4.0,2025-04-16 00:00:00
TCK-0130-04,CUST-0130,Technical Bug,Urgent,Escalation Pending,True,-1.0,2.0,2025-05-15 00:00:00
TCK-0130-05,CUST-0130,Performance Issue,Medium,Closed,False,18.8,4.0,2025-09-02 00:00:00
TCK-0130-06,CUST-0130,Billing,Low,Escalation Pending,True,-1.0,1.0,2026-03-06 00:00:00
TCK-0130-07,CUST-0130,Account Access,Medium,Resolved,False,4.9,5.0,2026-04-17 00:00:00
TCK-0130-08,CUST-0130,Technical Bug,Low,Resolved,False,2.1,4.0,2025-04-29 00:00:00
TCK-0130-09,CUST-0130,Performance Issue,High,Escalation Pending,False,-1.0,3.0,2025-05-18 00:00:00
TCK-0131-01,CUST-0131,Performance Issue,Low,Escalation Pending,False,-1.0,3.0,2025-06-18 00:00:00
TCK-0131-02,CUST-0131,Account Access,High,Closed,False,15.4,3.0,2026-03-16 00:00:00
TCK-0131-03,CUST-0131,Account Access,Medium,Closed,False,8.1,4.0,2025-06-30 00:00:00
TCK-0131-04,CUST-0131,Technical Bug,Urgent,Closed,False,48.9,3.0,2025-05-31 00:00:00
TCK-0132-01,CUST-0132,Billing,Low,Closed,False,5.5,3.0,2026-02-25 00:00:00
TCK-0132-02,CUST-0132,Performance Issue,Low,Closed,True,17.9,3.0,2026-04-14 00:00:00
TCK-0132-03,CUST-0132,Account Access,Urgent,In Progress,True,-1.0,1.0,2025-08-17 00:00:00
TCK-0132-04,CUST-0132,Account Access,Medium,Escalation Pending,True,-1.0,1.0,2025-12-31 00:00:00
TCK-0132-05,CUST-0132,Technical Bug,Low,Escalation Pending,False,-1.0,1.0,2026-01-31 00:00:00
TCK-0132-06,CUST-0132,Technical Bug,Medium,Escalation Pending,False,-1.0,1.0,2026-01-06 00:00:00
TCK-0132-07,CUST-0132,Account Access,Medium,Closed,False,15.9,5.0,2025-10-03 00:00:00
TCK-0132-08,CUST-0132,Account Access,Medium,Resolved,True,8.2,1.0,2026-02-15 00:00:00
TCK-0132-09,CUST-0132,Feature Request,Urgent,In Progress,True,-1.0,1.0,2025-11-20 00:00:00
TCK-0133-01,CUST-0133,Feature Request,Urgent,Closed,False,43.4,5.0,2025-09-18 00:00:00
TCK-0133-02,CUST-0133,Billing,Urgent,Closed,False,19.3,5.0,2026-02-19 00:00:00
TCK-0133-03,CUST-0133,Technical Bug,Medium,Resolved,False,11.2,3.0,2025-05-19 00:00:00
TCK-0134-01,CUST-0134,Billing,Urgent,Resolved,False,41.1,3.0,2026-02-15 00:00:00
TCK-0134-02,CUST-0134,Technical Bug,Medium,Closed,False,16.2,3.0,2025-07-30 00:00:00
TCK-0134-03,CUST-0134,Feature Request,High,Escalation Pending,True,-1.0,3.0,2026-05-16 00:00:00
TCK-0134-04,CUST-0134,Billing,Urgent,Closed,False,63.2,5.0,2025-10-24 00:00:00
TCK-0134-05,CUST-0134,Account Access,Urgent,Resolved,False,62.2,3.0,2026-02-04 00:00:00
TCK-0134-06,CUST-0134,Account Access,Low,In Progress,False,-1.0,3.0,2026-05-31 00:00:00
TCK-0134-07,CUST-0134,Performance Issue,Medium,Resolved,False,15.7,5.0,2025-08-19 00:00:00
TCK-0134-08,CUST-0134,Performance Issue,High,Resolved,False,28.8,5.0,2026-06-03 00:00:00
TCK-0134-09,CUST-0134,Billing,High,Resolved,False,41.3,4.0,2025-09-30 00:00:00
TCK-0135-01,CUST-0135,Account Access,High,Escalation Pending,False,-1.0,2.0,2025-05-16 00:00:00
TCK-0135-02,CUST-0135,Billing,High,Escalation Pending,True,-1.0,3.0,2026-01-13 00:00:00
TCK-0135-03,CUST-0135,Billing,Urgent,In Progress,False,-1.0,2.0,2026-03-02 00:00:00
TCK-0135-04,CUST-0135,Account Access,Low,Escalation Pending,False,-1.0,1.0,2025-05-30 00:00:00
TCK-0135-05,CUST-0135,Feature Request,Medium,Resolved,False,4.4,5.0,2025-06-15 00:00:00
TCK-0136-01,CUST-0136,Performance Issue,Medium,Escalation Pending,False,-1.0,2.0,2026-06-13 00:00:00
TCK-0136-02,CUST-0136,Billing,High,Resolved,True,63.0,1.0,2026-02-22 00:00:00
TCK-0136-03,CUST-0136,Account Access,Urgent,In Progress,False,-1.0,2.0,2026-03-31 00:00:00
TCK-0136-04,CUST-0136,Performance Issue,Urgent,Closed,False,64.9,5.0,2025-08-27 00:00:00
TCK-0136-05,CUST-0136,Account Access,Medium,In Progress,False,-1.0,1.0,2025-08-15 00:00:00
TCK-0136-06,CUST-0136,Account Access,High,Closed,False,45.3,4.0,2026-05-31 00:00:00
TCK-0136-07,CUST-0136,Performance Issue,High,Closed,True,60.8,3.0,2026-05-08 00:00:00
TCK-0136-08,CUST-0136,Technical Bug,Medium,Resolved,False,23.9,4.0,2026-01-12 00:00:00
TCK-0137-01,CUST-0137,Technical Bug,High,Closed,False,39.4,3.0,2025-06-25 00:00:00
TCK-0137-02,CUST-0137,Feature Request,Urgent,Escalation Pending,False,-1.0,2.0,2025-08-31 00:00:00
TCK-0137-03,CUST-0137,Billing,High,In Progress,False,-1.0,2.0,2025-11-08 00:00:00
TCK-0137-04,CUST-0137,Performance Issue,Medium,Escalation Pending,False,-1.0,2.0,2026-05-31 00:00:00
TCK-0137-05,CUST-0137,Billing,Urgent,Closed,False,49.5,3.0,2025-11-17 00:00:00
TCK-0137-06,CUST-0137,Billing,Urgent,Closed,False,33.2,3.0,2025-11-27 00:00:00
TCK-0137-07,CUST-0137,Billing,Medium,Closed,False,19.2,5.0,2025-09-21 00:00:00
TCK-0138-01,CUST-0138,Feature Request,Medium,Resolved,False,22.0,5.0,2025-09-06 00:00:00
TCK-0138-02,CUST-0138,Technical Bug,Urgent,In Progress,False,-1.0,1.0,2025-07-10 00:00:00
TCK-0138-03,CUST-0138,Account Access,High,Escalation Pending,True,-1.0,3.0,2025-03-31 00:00:00
TCK-0138-04,CUST-0138,Technical Bug,Urgent,Escalation Pending,False,-1.0,2.0,2025-07-12 00:00:00
TCK-0138-05,CUST-0138,Technical Bug,Urgent,Escalation Pending,False,-1.0,1.0,2026-04-18 00:00:00
TCK-0138-06,CUST-0138,Performance Issue,Low,In Progress,False,-1.0,2.0,2026-05-05 00:00:00
TCK-0138-07,CUST-0138,Performance Issue,High,Escalation Pending,True,-1.0,1.0,2025-02-18 00:00:00
TCK-0138-08,CUST-0138,Feature Request,High,Escalation Pending,False,-1.0,3.0,2025-12-02 00:00:00
TCK-0138-09,CUST-0138,Technical Bug,Medium,Escalation Pending,False,-1.0,2.0,2025-11-25 00:00:00
TCK-0138-10,CUST-0138,Feature Request,Low,In Progress,False,-1.0,3.0,2025-07-20 00:00:00
TCK-0139-01,CUST-0139,Billing,High,Escalation Pending,False,-1.0,3.0,2026-04-30 00:00:00
TCK-0139-02,CUST-0139,Technical Bug,Low,In Progress,False,-1.0,2.0,2025-07-08 00:00:00
TCK-0139-03,CUST-0139,Performance Issue,High,Escalation Pending,False,-1.0,2.0,2026-04-21 00:00:00
TCK-0139-04,CUST-0139,Feature Request,Low,Resolved,False,20.6,4.0,2026-03-28 00:00:00
TCK-0139-05,CUST-0139,Billing,Medium,Closed,True,9.9,1.0,2025-10-21 00:00:00
TCK-0139-06,CUST-0139,Account Access,Urgent,In Progress,False,-1.0,1.0,2025-10-30 00:00:00
TCK-0139-07,CUST-0139,Account Access,Low,Closed,False,18.8,4.0,2026-03-09 00:00:00
TCK-0139-08,CUST-0139,Account Access,High,In Progress,False,-1.0,2.0,2026-05-20 00:00:00
TCK-0139-09,CUST-0139,Account Access,Low,In Progress,False,-1.0,1.0,2025-06-10 00:00:00
TCK-0140-01,CUST-0140,Technical Bug,Medium,Resolved,False,11.2,3.0,2025-04-23 00:00:00
TCK-0140-02,CUST-0140,Technical Bug,Low,In Progress,False,-1.0,3.0,2025-08-27 00:00:00
TCK-0140-03,CUST-0140,Technical Bug,Urgent,In Progress,False,-1.0,1.0,2026-02-21 00:00:00
TCK-0140-04,CUST-0140,Account Access,Low,Resolved,False,6.9,4.0,2026-02-10 00:00:00
TCK-0140-05,CUST-0140,Technical Bug,High,Closed,True,70.7,2.0,2026-02-11 00:00:00
TCK-0141-01,CUST-0141,Performance Issue,Low,In Progress,False,-1.0,1.0,2025-03-31 00:00:00
TCK-0141-02,CUST-0141,Account Access,Low,Resolved,False,22.2,4.0,2025-12-23 00:00:00
TCK-0142-01,CUST-0142,Performance Issue,High,Closed,False,37.3,3.0,2025-05-06 00:00:00
TCK-0142-02,CUST-0142,Performance Issue,Low,Closed,False,23.2,4.0,2026-06-21 00:00:00
TCK-0142-03,CUST-0142,Performance Issue,Low,Resolved,False,22.3,5.0,2025-09-20 00:00:00
TCK-0142-04,CUST-0142,Performance Issue,Medium,Resolved,False,6.0,5.0,2025-09-27 00:00:00
TCK-0142-05,CUST-0142,Feature Request,Medium,Escalation Pending,False,-1.0,1.0,2026-04-10 00:00:00
TCK-0142-06,CUST-0142,Account Access,Low,Closed,False,12.9,5.0,2026-03-12 00:00:00
TCK-0143-01,CUST-0143,Account Access,Urgent,In Progress,False,-1.0,3.0,2026-05-06 00:00:00
TCK-0143-02,CUST-0143,Feature Request,Medium,In Progress,False,-1.0,2.0,2025-06-06 00:00:00
